City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,sinop,41.7711,34.8709,12.24,83,2,1.36,TR,1715097043
366,esmeraldas,-19.7625,-44.3139,27.63,36,0,3.89,BR,1715097044
367,susuman,62.7833,148.1667,0.55,75,100,2.24,RU,1715097044
368,malango,-2.9627,119.9001,19.79,99,100,0.75,ID,1715097044
369,balqash,46.8481,74.995,18.66,43,16,2.97,KZ,1715097044
370,sitka,57.0531,-135.33,6.94,76,75,4.63,US,1715097044
371,princeville,45.7668,-61.2985,16.48,63,0,5.14,CA,1715097044
372,craig,40.5153,-107.5464,2.97,70,100,9.77,US,1715097044
373,vieste,41.8825,16.175,22.01,58,99,4.47,IT,1715097045
374,new norfolk,-42.7826,147.0587,12.06,91,100,0.45,AU,1715097045
375,alofi,-19.0595,-169.9187,25.94,100,20,3.6,NU,1715097045
376,djibo,14.1022,-1.6306,37.21,25,100,3.19,BF,1715097045
377,cidreira,-30.1811,-50.2056,27.75,59,45,1.31,BR,1715097045
378,mar del plata,-38.0023,-57.5575,17.19,85,75,6.69,AR,1715096463
379,kayangel,8.0823,134.7173,28.13,74,76,2.96,PW,1715097045
380,yaroslavl,57.6299,39.8737,6.89,45,0,4.47,RU,1715097045
381,raahe,64.6833,24.4833,3.05,65,24,5.86,FI,1715097045
382,rapla,59.0072,24.7928,7.72,43,43,4.34,EE,1715097045
383,praia da vitoria,38.7333,-27.0667,21.14,78,40,8.42,PT,1715097046
384,novodvinsk,64.4165,40.8122,0.99,34,97,2.79,RU,1715097046
385,bueng kan,18.363,103.6519,25.95,82,100,2.39,TH,1715097046
386,winnipeg,49.8844,-97.147,18.95,48,100,7.72,CA,1715096474
387,nuuk,64.1835,-51.7216,0.34,69,0,4.12,GL,1715097031
388,aasiaat,68.7098,-52.8699,-5.55,68,100,1.0,GL,1715097046
389,kulhudhuffushi,6.6221,73.07,29.7,74,100,4.64,MV,1715097046
390,vadso,70.0744,29.7487,1.49,80,40,4.63,NO,1715097046
391,sur,22.5667,59.5289,34.52,45,63,3.01,OM,1715097046
392,saldanha,-33.0117,17.9442,18.03,89,66,3.76,ZA,1715097046
393,plettenberg bay,-34.0527,23.3716,16.78,85,4,1.87,ZA,1715097047
394,beatrice,40.2681,-96.747,19.05,42,0,8.23,US,1715096971
395,quesnel,52.9999,-122.5029,4.28,87,20,0.0,CA,1715096941
396,tshabong,-26.05,22.45,25.71,16,0,2.63,BW,1715097047
397,murashi,59.3999,48.9615,3.22,59,100,3.29,RU,1715097047
398,krasnyy kholm,58.0607,37.1203,4.15,53,100,4.98,RU,1715097047
399,namibe,-15.1961,12.1522,24.06,67,38,7.73,AO,1715097048
400,chibougamau,49.9168,-74.3659,3.79,81,100,4.63,CA,1715096838
401,veraval,20.9,70.3667,28.43,81,0,6.33,IN,1715097048
402,mount gambier,-37.8333,140.7667,8.82,97,12,2.11,AU,1715097048
403,santa luzia,-19.7697,-43.8514,27.65,45,20,4.63,BR,1715097048
404,kijang,35.2442,129.2139,11.85,87,100,7.85,KR,1715097048
405,riyadh,24.6877,46.7219,35.08,11,0,3.21,SA,1715096802
406,walvis bay,-22.9575,14.5053,17.83,74,6,10.12,NA,1715097048
407,ferkessedougou,9.6,-5.2,36.09,34,96,4.4,CI,1715097048
408,san,13.3034,-4.8956,40.3,19,93,7.24,ML,1715096790
409,crane,31.3974,-102.3501,25.36,14,67,3.33,US,1715097049
410,khamis mushait,18.3064,42.7292,25.34,31,0,4.12,SA,1715097049
411,soe,-9.8607,124.284,17.9,96,29,1.78,ID,1715097049
412,rongelap,11.1635,166.8941,28.0,74,99,7.7,MH,1715097049
413,cartagena,10.3997,-75.5144,32.79,75,20,2.06,CO,1715096619
414,quellon,-43.1167,-73.6167,7.04,77,98,3.08,CL,1715097049
415,plastun,44.7561,136.2939,1.09,90,94,0.21,RU,1715097049
416,balkanabat,39.5108,54.3671,20.08,64,75,5.28,TM,1715097049
417,coracao de jesus,-16.6853,-44.365,28.76,37,0,5.05,BR,1715096996
418,saipan,15.1355,145.701,27.39,74,20,3.6,MP,1715097050
419,mejit,10.2753,170.8646,27.65,78,98,9.19,MH,1715097050
420,frutal,-20.0247,-48.9406,31.37,40,0,4.26,BR,1715096826
421,lensk,60.7253,114.9278,2.44,83,93,4.94,RU,1715097050
422,musaffah,24.3458,54.5024,35.05,66,0,5.14,AE,1715097050
423,mukalla,14.5425,49.1242,29.48,72,24,2.25,YE,1715097050
424,campbellton,48.0075,-66.6727,12.25,59,100,4.81,CA,1715097051
425,tabou,4.423,-7.3528,30.1,68,49,3.01,CI,1715097051
426,caraballeda,10.6112,-66.8522,31.59,78,40,2.06,VE,1715097052
427,alice springs,-23.7,133.8833,12.75,71,100,0.0,AU,1715097052
428,abashiri,44.0213,144.2697,1.39,98,100,6.25,JP,1715097052
429,kingston,17.997,-76.7936,32.31,66,20,2.57,JM,1715097008
430,labrador city,52.9463,-66.9114,4.54,66,75,5.36,CA,1715097052
431,geraldton,-28.7667,114.6,13.23,76,1,2.06,AU,1715097052
432,novopokrovskaya,45.9514,40.7006,17.08,58,20,1.53,RU,1715097052
433,xique xique,-10.8217,-42.7311,32.17,44,100,3.55,BR,1715097052
434,kargasok,59.0556,80.8572,8.27,67,100,5.02,RU,1715097053
435,daru,-9.0763,143.2092,26.56,87,100,6.98,PG,1715097053
436,port moresby,-9.4431,147.1797,25.68,89,75,5.14,PG,1715096703
437,skeldon,5.8833,-57.1333,28.86,74,97,3.38,GY,1715097053
438,yokadouma,3.5167,15.05,31.57,44,100,1.09,CM,1715097053
439,prado,-17.3411,-39.2208,28.43,69,3,3.77,BR,1715097053
440,entebbe,0.0644,32.4469,26.18,65,20,4.63,UG,1715097053
441,paramonga,-10.6667,-77.8333,21.1,82,91,4.81,PE,1715097053
442,marathon,44.9,-89.7668,11.86,91,100,5.14,US,1715097053
443,eydhafushi,5.1033,73.0708,29.27,79,85,4.37,MV,1715097053
444,abepura,-2.6333,140.5833,25.45,100,40,0.51,ID,1715097053
445,georgetown,5.4112,100.3354,30.97,74,40,2.06,MY,1715096916
446,la gi,10.6667,107.7833,29.5,75,66,6.98,VN,1715097054
447,ruangwa,-10.0667,38.9333,21.64,93,14,2.1,TZ,1715097054
448,amga,60.8953,131.9608,6.84,82,100,4.02,RU,1715097054
449,tidjikja,18.5564,-11.4271,40.9,5,66,3.07,MR,1715097054
450,xinglongshan,43.9561,125.4661,8.86,43,0,2.0,CN,1715097054
451,ghat,24.9647,10.1728,39.1,9,56,10.45,LY,1715097054
452,caxias,38.7031,-9.2767,25.9,50,0,4.63,PT,1715097054
453,fort scott,37.8398,-94.7083,22.99,58,2,3.69,US,1715096813
454,remire-montjoly,4.9167,-52.2667,27.02,94,75,2.06,GF,1715097054
455,shalqar,47.8333,59.6,19.29,30,100,5.8,KZ,1715097055
456,chui,-33.6971,-53.4616,20.33,98,100,4.02,UY,1715097055
457,olinda,-8.0089,-34.8553,27.85,83,75,5.66,BR,1715097055
458,tukrah,32.5341,20.5791,21.54,45,90,5.96,LY,1715097055
459,qarqaraly,49.4058,75.4742,9.65,94,94,2.13,KZ,1715097055
460,ntungamo,-0.8833,29.65,22.67,78,67,1.09,UG,1715097055
461,muana,-1.5283,-49.2167,30.97,61,90,1.23,BR,1715097055
462,hirara,24.8,125.2833,24.92,78,75,4.12,JP,1715097055
463,oranjemund,-28.55,16.4333,17.47,83,3,2.61,NA,1715097055
464,sainte-marie,-20.8968,55.5496,25.09,76,0,6.69,RE,1715097056
465,mount isa,-20.7333,139.5,21.87,43,80,4.63,AU,1715097056
466,creston,41.0586,-94.3614,17.98,77,0,5.66,US,1715097056
467,la passe,45.5549,-0.8967,19.13,81,29,5.91,FR,1715097056
468,hithadhoo,-0.6,73.0833,29.47,77,70,4.34,MV,1715097056
469,amurzet,47.6967,131.0981,8.49,43,12,2.7,RU,1715097056
470,ouadda,8.0777,22.4007,37.94,15,84,3.17,CF,1715097056
471,leava,-14.3,-178.1667,28.93,80,100,4.24,WF,1715097056
472,lone grove,34.1754,-97.2628,25.73,38,0,4.12,US,1715096945
473,kone,-21.0595,164.8658,17.68,89,0,1.22,NC,1715097057
474,l'aquila,42.365,13.3935,16.85,66,97,2.92,IT,1715097057
475,kaliua,-5.0606,31.7936,22.76,77,82,1.89,TZ,1715097057
476,carloforte,39.145,8.3058,16.12,76,2,10.49,IT,1715097057
477,ternate,0.8,127.4,27.36,82,87,2.3,ID,1715097057
478,marsa alam,25.0757,34.8918,24.67,47,0,4.94,EG,1715097057
479,cruzeiro do sul,-29.5128,-51.9853,32.49,56,35,3.71,BR,1715097057
480,kertih,4.5141,103.4483,26.01,94,51,0.0,MY,1715097057
481,aioun,16.6614,-9.6149,43.29,4,0,5.93,MR,1715097057
482,mezzouna,34.5776,9.8419,27.34,33,92,9.18,TN,1715097058
483,magburaka,8.7167,-11.95,35.27,43,90,1.41,SL,1715097058
484,juhaynah,26.6732,31.4976,28.32,10,0,6.18,EG,1715097058
485,magistral'nyy,56.1725,107.4458,4.82,53,41,2.32,RU,1715097058
486,revda,56.801,59.9303,2.74,93,100,1.67,RU,1715097058
487,nadym,65.5333,72.5167,-2.24,83,98,6.98,RU,1715097058
488,pimentel,-6.8367,-79.9342,20.16,83,20,8.23,PE,1715097058
489,naha,26.2125,127.6811,22.95,80,75,2.06,JP,1715097058
490,pariaman,-0.619,100.12,26.03,88,99,1.94,ID,1715097058
491,usinsk,65.9939,57.5281,-1.07,78,100,9.83,RU,1715097059
492,trenton,40.217,-74.7429,26.22,45,29,0.89,US,1715096856
493,al kharijah,25.4514,30.5464,28.69,14,0,5.35,EG,1715097059
494,ploneour-lanvern,47.9,-4.2833,19.18,55,40,5.14,FR,1715097059
495,robore,-18.3333,-59.75,32.05,62,20,9.26,BO,1715097059
496,ataq,14.5377,46.8319,27.26,57,10,8.03,YE,1715097059
497,'ali sabieh,11.1558,42.7125,29.81,57,100,6.61,DJ,1715097059
498,pirenopolis,-15.8525,-48.9592,28.27,41,0,2.94,BR,1715097059
499,brisas de zicatela,15.8369,-97.0419,29.98,58,10,5.36,MX,1715097059
500,wucheng,29.6008,118.175,18.53,92,99,0.96,CN,1715097059
501,fort mcmurray,56.7268,-111.381,9.77,93,100,5.66,CA,1715096973
502,savinesti,46.85,26.4667,20.49,66,100,3.84,RO,1715097060
503,al khafji,28.4391,48.4913,27.14,60,0,4.23,SA,1715097060
504,khandyga,62.6667,135.6,6.34,87,100,5.66,RU,1715097060
505,berrahal,36.8353,7.4533,18.85,67,67,6.35,DZ,1715097060
506,sao raimundo nonato,-9.0153,-42.6994,35.01,33,100,5.13,BR,1715097060
507,nishinoomote,30.7333,131.0,19.65,70,100,8.63,JP,1715097060
508,basoko,1.2391,23.616,31.75,53,89,0.76,CD,1715097060
509,gorno-altaysk,51.9561,85.955,12.51,73,100,1.34,RU,1715097060
510,newman,37.3138,-121.0208,14.57,80,49,3.58,US,1715097051
511,alpena,45.0617,-83.4327,17.14,54,0,5.14,US,1715097061
512,vyerkhnyadzvinsk,55.7815,27.9443,8.33,47,37,4.4,BY,1715097061
513,hilo,19.7297,-155.09,20.69,96,75,2.06,US,1715097061
514,miramar beach,30.3744,-86.3586,29.35,83,100,3.6,US,1715097049
515,ladario,-19.0047,-57.6017,34.05,49,20,5.66,BR,1715097061
516,rabo de peixe,37.8,-25.5833,17.77,99,75,4.63,PT,1715097061
517,gebeit,21.0667,36.3167,25.04,43,0,7.91,SD,1715097061
518,isangel,-19.55,169.2667,22.73,81,19,5.16,VU,1715097061
519,tres lagoas,-20.7511,-51.6783,34.58,28,2,5.19,BR,1715097061
520,otjimbingwe,-22.35,16.1333,27.26,25,11,7.04,NA,1715097062
521,treasure island,27.7692,-82.769,31.27,67,0,3.6,US,1715097062
522,bogale,16.2833,95.4,30.2,58,63,3.77,MM,1715097062
523,moyale,3.5167,39.0584,20.87,86,62,1.61,KE,1715097062
524,salinopolis,-0.6136,-47.3561,28.74,78,92,4.17,BR,1715097062
525,arua,3.0201,30.9111,24.09,63,28,2.17,UG,1715097042
526,klaksvik,62.2266,-6.589,10.51,71,69,7.55,FO,1715097062
527,pacocha,-17.5833,-71.3333,22.08,64,100,5.14,PE,1715097062
528,maragogi,-9.0122,-35.2225,28.84,71,100,3.88,BR,1715097062
529,shush,32.1942,48.2436,28.25,28,1,3.24,IR,1715097062
530,darwin,-12.4611,130.8418,26.99,73,9,1.54,AU,1715096829
531,zunyi,27.6867,106.9072,17.75,73,100,0.95,CN,1715097063
532,middelburg,-25.7751,29.4648,19.22,18,0,3.06,ZA,1715097063
533,campo alegre,-9.7819,-36.3508,23.92,96,100,1.33,BR,1715097063
534,tongren,27.7172,109.1853,18.79,84,100,0.84,CN,1715097063
535,bulawayo,-20.15,28.5833,23.07,29,0,5.0,ZW,1715097063
536,strzelce krajenskie,52.8773,15.5298,17.98,45,76,4.31,PL,1715097063
537,dampit,-8.2116,112.7493,21.34,99,35,1.4,ID,1715097063
538,batumi,41.6416,41.6359,14.99,72,75,2.57,GE,1715097064
539,vuktyl,63.8567,57.3094,-1.05,92,91,4.47,RU,1715097064
540,grajau,-5.8194,-46.1386,31.26,50,68,3.64,BR,1715097064
541,janeng,-25.4167,25.55,25.8,23,0,3.56,BW,1715097065
542,karukh,34.4811,62.5863,24.58,34,45,0.12,AF,1715097065
543,ban sam chuk,14.7333,100.1,27.7,71,100,2.87,TH,1715097065
544,cabo san lucas,22.8909,-109.9124,25.84,61,100,0.89,MX,1715096832
545,shumerlya,55.5005,46.4129,5.95,99,100,3.93,RU,1715097065
546,pombas,17.1503,-25.0201,24.88,72,76,4.35,CV,1715097065
547,island harbour,50.724,-1.2758,20.73,60,81,1.79,GB,1715097065
548,mora,11.0461,14.1401,42.0,7,98,3.28,CM,1715097066
549,vieux fort,13.7167,-60.95,30.64,69,20,8.75,LC,1715097066
550,kroya,-7.6331,109.2461,25.56,88,25,2.51,ID,1715097066
551,bodo,67.28,14.405,9.02,47,0,10.29,NO,1715097066
552,ptolemaida,40.5147,21.6786,23.05,59,100,1.81,GR,1715097066
553,trincomalee,8.5711,81.2335,30.31,72,12,1.03,LK,1715097066
554,ende,-8.8432,121.6623,23.98,93,67,2.88,ID,1715097066
555,dapa,9.7594,126.0531,27.33,77,100,2.21,PH,1715097066
556,egersund,58.4513,5.9997,14.65,77,78,2.45,NO,1715097066
557,mount pearl,47.5166,-52.7813,7.96,95,100,3.6,CA,1715097066
558,talcahuano,-36.7167,-73.1167,10.82,71,75,3.09,CL,1715097016
559,mongu,-15.2484,23.1274,27.11,41,79,1.92,ZM,1715097067
560,tsiombe,-25.3,45.4833,22.64,81,0,5.39,MG,1715097067
561,turtas,58.9417,69.1325,7.06,77,22,3.63,RU,1715097067
562,madimba,-10.4,40.3333,25.2,87,90,3.73,TZ,1715097067
563,el bauga,18.262,33.9081,33.69,6,0,6.34,SD,1715097067
564,dej,47.15,23.8667,20.51,94,100,1.92,RO,1715097067
565,kegen,43.0197,79.2203,9.54,80,61,1.69,KZ,1715097067
566,hovd,48.0056,91.6419,13.78,44,90,1.39,MN,1715097067
